,region,year,unit_type,main_gks,additional,ministry_mvd,ministry_defence,map_region,id,num_all,num_partial,num_defence_all,num_defence_service,num_defence_disability,num_defence_lost,num_mvd_all,num_mvd_service,num_mvd_disability,num_mvd_lost,pens_total,pens_age,pens_disability,pens_service,pens_social,pens_lost,pens2livmin,cpi,working,population,urban,unempl,grppc
1817,Смоленская область,2011,1,        Смоленская область,        Смоленская область,Смоленская область,        Смоленская область,Smolensk,64,322,300,13425,11703,511,1211,5893,5025,406,462,7854,,,,,,150.1,106.43,595815,981685,72.6,7.6,184184.9
1818,Смоленская область,2012,1,        Смоленская область,        Смоленская область,Смоленская область,        Смоленская область,Smolensk,64,323,301,13622,11912,493,1217,5981,5127,392,462,8670.1,,,,,,152.6,106.49,585442,977835,72.5,5.7,206391.7
1819,Смоленская область,2013,1,        Смоленская область,        Смоленская область,Смоленская область,        Смоленская область,Smolensk,64,325,303,14030,12187,434,1409,6045,5208,394,443,9469.7,,,,,,149.7,106.17,571937,971542,72.1,5.2,232503.7
1820,Смоленская область,2014,1,        Смоленская область,        Смоленская область,Смоленская область,        Смоленская область,Smolensk,64,327,,14084,12278,414,1392,6148,5304,409,435,10244.4,,,,,,142.1,114.15,562497,966344,72,5.1,242884.6
1821,Смоленская область,2015,1,        Смоленская область,        Смоленская область,Смоленская область,        Смоленская область,Smolensk,64,327,304,13889,12099,403,1387,6338,5580,330,428,11380.9,12035.4,7183.2,,7638.4,7687.9,139.1,111.85,549567,961711,72,6.2,266927.2
1822,Смоленская область,2016,1,        Смоленская область,        Смоленская область,Смоленская область,        Смоленская область,Smolensk,64,329,306,14005,12098,381,1526,6776,6059,325,392,16700.8,17337.7,12362,,12943.5,13014,200.3,104.69,538259,955916,72.1,6.1,274415.3
1823,Смоленская область,2017,1,        Смоленская область,        Смоленская область,Смоленская область,        Смоленская область,Smolensk,64,330,307,13645,11674,358,1613,,,,,12553.9,13254.2,7829.2,,8094.2,8698.5,156.2,102.35,530669,951274,71.9,5.7,
1824,Ставропольский край,1994,1,        Ставропольский край,        Ставропольский край,Ставропольский край,        Ставропольский край,Stavropol',65,,,,,,,,,,,,,,,,,,,1457539,2641706,53.51,,
1825,Ставропольский край,1995,1,        Ставропольский край,        Ставропольский край,Ставропольский край,        Ставропольский край,Stavropol',65,,,,,,,,,,,,,,,,,130.4,,1469997,2677314,54.03,,
1826,Ставропольский край,1996,1,        Ставропольский край,        Ставропольский край,Ставропольский край,        Ставропольский край,Stavropol',65,,,,,,,,,,,,,,,,,170,,1482045,2698426,54.16,,7718.6
1827,Ставропольский край,1997,1,        Ставропольский край,        Ставропольский край,Ставропольский край,        Ставропольский край,Stavropol',65,,,,,,,,,,,,,,,,,138.7,,1500052,2713939,54.14,,8833.8
1828,Ставропольский край,1998,1,        Ставропольский край,        Ставропольский край,Ставропольский край,        Ставропольский край,Stavropol',65,,,,,,,,,,,372.2,,,,,,106.2,,1528989,2728666,55.97,,10363.8
1829,Ставропольский край,1999,1,        Ставропольский край,        Ставропольский край,Ставропольский край,        Ставропольский край,Stavropol',65,,,18055,12846,1774,3435,,,,,481.8,,,,,,83.2,,1564692,2738198,55.9,,14018.6
1830,Ставропольский край,2000,1,        Ставропольский край,        Ставропольский край,Ставропольский край,        Ставропольский край,Stavropol',65,,,18029,12838,1737,3454,,,,,780.8,,,,,,82.1,,1598236,2740906,55.87,13.9,19603.9
1831,Ставропольский край,2001,1,        Ставропольский край,        Ставропольский край,Ставропольский край,        Ставропольский край,Stavropol',65,,,17884,12802,1683,3399,,,,,1097,,,,,,101.1,,1621629,2738537,55.93,9.7,24780.1
1832,Ставропольский край,2002,1,        Ставропольский край,        Ставропольский край,Ставропольский край,        Ставропольский край,Stavropol',65,,,17340,12774,1376,3190,,,,,1378,,,,,,105.2,116.2,1645177,2734340,55.98,9.7,29453.4
1833,Ставропольский край,2003,1,        Ставропольский край,        Ставропольский край,Ставропольский край,        Ставропольский край,Stavropol',65,,,17015,12656,1320,3039,,,,,1649.6,,,,,,106.7,112.93,1662859,2735784,56.1,10.5,37058
1834,Ставропольский край,2004,1,        Ставропольский край,        Ставропольский край,Ставропольский край,        Ставропольский край,Stavropol',65,,,17073,12673,1263,3137,,,,,1890.8,,,,,,105.9,113.92,1672736,2740090,56.2,9.4,44610
1835,Ставропольский край,2005,1,        Ставропольский край,        Ставропольский край,Ставропольский край,        Ставропольский край,Stavropol',65,,,16792,12531,1200,3061,,,,,2365.5,,,,,,115.1,110.46,1682261,2743995,56.4,6.9,53414.6
1836,Ставропольский край,2006,1,        Ставропольский край,        Ставропольский край,Ставропольский край,        Ставропольский край,Stavropol',65,,,16325,12326,1115,2884,,,,,2627.3,,,,,,110.7,108.31,1690536,2746976,56.6,8.8,66136.4
1837,Ставропольский край,2007,1,        Ставропольский край,        Ставропольский край,Ставропольский край,        Ставропольский край,Stavropol',65,717,687,16114,12268,1081,2765,,,,,3407.5,,,,,,122.5,112.47,1702704,2753377,56.8,6.5,80715.3
1838,Ставропольский край,2008,1,        Ставропольский край,        Ставропольский край,Ставропольский край,        Ставропольский край,Stavropol',65,718,688,15887,12206,1015,2666,,,,,4171.5,,,,,,118.6,115.07,1710596,2763647,56.9,7.9,99503.3
1839,Ставропольский край,2009,1,        Ставропольский край,        Ставропольский край,Ставропольский край,        Ставропольский край,Stavropol',65,723,,15807,12446,786,2575,,,,,5653.8,,,,,,144,109.04,1708908,2772657,57,8.7,99994.7
1840,Ставропольский край,2010,1,        Ставропольский край,        Ставропольский край,Ставропольский край,        Ставропольский край,Stavropol',65,740,708,15734,12563,780,2391,11937,8135,2468,1334,6909.6,,,,,,151.9,110.05,1703454,2781610,57.2,6.9,118920.6
1841,Ставропольский край,2011,1,        Ставропольский край,        Ставропольский край,Ставропольский край,        Ставропольский край,Stavropol',65,748,715,15631,12748,741,2142,12924,9015,2585,1324,7484.6,,,,,,157.4,104,1693353,2786277,57.4,6,142409.2
1842,Ставропольский край,2012,1,        Ставропольский край,        Ставропольский край,Ставропольский край,        Ставропольский край,Stavropol',65,756,722,15551,12783,724,2044,13630,9391,2666,1573,8239.8,,,,,,160.2,106,1679183,2788907,57.6,5.4,154811
1843,Ставропольский край,2013,1,        Ставропольский край,        Ставропольский край,Ставропольский край,        Ставропольский край,Stavropol',65,762,727,15532,12626,692,2214,14038,9784,2692,1562,8994.8,,,,,,169,106.72,1662720,2792646,57.9,5.6,172204.2
1844,Ставропольский край,2014,1,        Ставропольский край,        Ставропольский край,Ставропольский край,        Ставропольский край,Stavropol',65,768,,15455,12553,707,2195,14399,10172,2656,1571,9726.2,,,,,,166.8,108.61,1646195,2796990,58.1,5.3,193349.6
1845,Ставропольский край,2015,1,        Ставропольский край,        Ставропольский край,Ставропольский край,        Ставропольский край,Stavropol',65,775,738,15264,12380,672,2212,15075,11098,2425,1552,10802.7,11531.4,7268.4,,7721.3,8428.8,164.9,114.92,1624153,2800535,58.3,5.6,221814.1
1846,Ставропольский край,2016,1,        Ставропольский край,        Ставропольский край,Ставропольский край,        Ставропольский край,Stavropol',65,782,744,15073,12099,627,2347,16641,12557,2426,1658,16115.4,16830,12421.5,,13098.1,13660.2,242.1,105.64,1607951,2802990,58.4,5.7,232582
1847,Ставропольский край,2017,1,        Ставропольский край,        Ставропольский край,Ставропольский край,        Ставропольский край,Stavropol',65,786,747,14914,11868,600,2446,,,,,11957.2,12740.8,7835.2,,8288.9,9319.5,178.3,102.86,1587973,2802528,58.4,5.2,
1848,Тамбовская область,1994,1,        Тамбовская область,        Тамбовская область,Тамбовская область,        Тамбовская область,Tambov,69,,,,,,,,,,,,,,,,,,,697898,1299938,56.68,,
1849,Тамбовская область,1995,1,        Тамбовская область,        Тамбовская область,Тамбовская область,        Тамбовская область,Tambov,69,,,,,,,,,,,,,,,,,152.2,,695647,1293560,56.9,,
1850,Тамбовская область,1996,1,        Тамбовская область,        Тамбовская область,Тамбовская область,        Тамбовская область,Tambov,69,,,,,,,,,,,,,,,,,159.1,,690848,1282253,57.06,,6030.8
1851,Тамбовская область,1997,1,        Тамбовская область,        Тамбовская область,Тамбовская область,        Тамбовская область,Tambov,69,,,,,,,,,,,,,,,,,165.9,,689326,1268833,57.14,,6571
1852,Тамбовская область,1998,1,        Тамбовская область,        Тамбовская область,Тамбовская область,        Тамбовская область,Tambov,69,,,,,,,,,,,375.1,,,,,,119.8,,689610,1254755,57.17,,7866.9
1853,Тамбовская область,1999,1,        Тамбовская область,        Тамбовская область,Тамбовская область,        Тамбовская область,Tambov,69,,,13284,9536,1164,2584,,,,,489.8,,,,,,102.7,,689773,1239463,57.13,,13514.2
1854,Тамбовская область,2000,1,        Тамбовская область,        Тамбовская область,Тамбовская область,        Тамбовская область,Tambov,69,,,13863,9959,1201,2703,,,,,776.1,,,,,,85.2,,688149,1222320,57.15,8.3,19133.8
1855,Тамбовская область,2001,1,        Тамбовская область,        Тамбовская область,Тамбовская область,        Тамбовская область,Tambov,69,,,13683,9956,1158,2569,,,,,1072,,,,,,115,,681853,1203494,57.19,12,25830.2
1856,Тамбовская область,2002,1,        Тамбовская область,        Тамбовская область,Тамбовская область,        Тамбовская область,Tambov,69,,,13440,10128,1004,2308,,,,,1350,,,,,,119.2,114.28,680945,1183815,57.25,9.5,32858.4
1857,Тамбовская область,2003,1,        Тамбовская область,        Тамбовская область,Тамбовская область,        Тамбовская область,Tambov,69,,,13378,10153,998,2227,,,,,1604,,,,,,126,110.51,685134,1168044,57.5,9.1,40133.5
1858,Тамбовская область,2004,1,        Тамбовская область,        Тамбовская область,Тамбовская область,        Тамбовская область,Tambov,69,,,13577,10289,997,2291,,,,,1839,,,,,,118.3,114.4,686850,1156341,57.7,9.5,49098.8
1859,Тамбовская область,2005,1,        Тамбовская область,        Тамбовская область,Тамбовская область,        Тамбовская область,Tambov,69,,,13544,10331,968,2245,,,,,2320.9,,,,,,127.5,109.83,685583,1144689,57.9,8.6,55573.9
1860,Тамбовская область,2006,1,        Тамбовская область,        Тамбовская область,Тамбовская область,        Тамбовская область,Tambov,69,,,13343,10287,903,2153,,,,,2575.5,,,,,,114.1,109.38,681447,1132782,58.1,8.7,70416.2
1861,Тамбовская область,2007,1,        Тамбовская область,        Тамбовская область,Тамбовская область,        Тамбовская область,Tambov,69,379,358,13215,10287,856,2072,,,,,3355.6,,,,,,139.4,112.44,674509,1121726,58.2,9.2,94532.5
1862,Тамбовская область,2008,1,        Тамбовская область,        Тамбовская область,Тамбовская область,        Тамбовская область,Tambov,69,373,353,12969,10222,774,1973,,,,,4102.7,,,,,,150.1,115.17,667881,1112124,58.4,9.1,108653.3
1863,Тамбовская область,2009,1,        Тамбовская область,        Тамбовская область,Тамбовская область,        Тамбовская область,Tambov,69,373,,12815,10383,571,1861,,,,,5567.2,,,,,,187.1,108.09,658063,1103730,58.5,9.1,123512
1864,Тамбовская область,2010,1,        Тамбовская область,        Тамбовская область,Тамбовская область,        Тамбовская область,Tambov,69,372,352,12629,10385,542,1702,6278,5093,633,552,6817.6,,,,,,207.9,108.12,647150,1094675,58.7,7.8,131456.7
1865,Тамбовская область,2011,1,        Тамбовская область,        Тамбовская область,Тамбовская область,        Тамбовская область,Tambov,69,372,351,12483,10453,523,1507,6890,5730,623,537,7408.2,,,,,,206.5,105.52,637522,1086122,58.8,6.6,159543
1866,Тамбовская область,2012,1,        Тамбовская область,        Тамбовская область,Тамбовская область,        Тамбовская область,Tambov,69,372,350,12402,10430,501,1471,7052,5904,618,530,8180.1,,,,,,213.2,107.02,627274,1079147,59.1,4.9,188418.7
1867,Тамбовская область,2013,1,        Тамбовская область,        Тамбовская область,Тамбовская область,        Тамбовская область,Tambov,69,372,350,12475,10349,479,1647,7163,6017,604,542,8935.5,,,,,,218.5,107.16,616494,1072341,59.4,4.6,220392.5
1868,Тамбовская область,2014,1,        Тамбовская область,        Тамбовская область,Тамбовская область,        Тамбовская область,Tambov,69,372,,12426,10313,453,1660,7258,6132,603,523,9675.1,,,,,,167.3,112.16,605817,1065677,59.8,4.3,268051.7
1869,Тамбовская область,2015,1,        Тамбовская область,        Тамбовская область,Тамбовская область,        Тамбовская область,Tambov,69,377,354,12178,10090,451,1637,7690,6608,566,516,10698.9,11323.9,7082.3,,7395.6,8328.3,162.4,112.69,587060,1056358,60.1,4.6,300289.9
1870,Тамбовская область,2016,1,        Тамбовская область,        Тамбовская область,Тамбовская область,        Тамбовская область,Tambov,69,376,353,12223,10022,435,1766,8338,7236,572,530,16020.8,16631.2,12261.7,,12687.6,13710.5,229.9,105.23,573712,1045311,60.5,4.5,297933.7
1871,Тамбовская область,2017,1,        Тамбовская область,        Тамбовская область,Тамбовская область,        Тамбовская область,Tambov,69,377,354,12185,9913,427,1845,,,,,11880,12555.7,7708,,7816.9,9561.1,172.5,101.99,562923,1036939,60.9,4.4,
1872,Тверская область,1994,1,        Тверская область,        Тверская область,Тверская область,        Тверская область,Tver',74,,,,,,,,,,,,,,,,,,,865551,1624324,71.64,,
1873,Тверская область,1995,1,        Тверская область,        Тверская область,Тверская область,        Тверская область,Tver',74,,,,,,,,,,,,,,,,,126.7,,865746,1616856,71.76,,
1874,Тверская область,1996,1,        Тверская область,        Тверская область,Тверская область,        Тверская область,Tver',74,,,,,,,,,,,,,,,,,145,,862628,1605807,72.02,,8464.8
1875,Тверская область,1997,1,        Тверская область,        Тверская область,Тверская область,        Тверская область,Tver',74,,,,,,,,,,,,,,,,,154,,861536,1591551,72.21,,9094.9
1876,Тверская область,1998,1,        Тверская область,        Тверская область,Тверская область,        Тверская область,Tver',74,,,,,,,,,,,402.4,,,,,,106.9,,864121,1575181,72.42,,10655.2
1877,Тверская область,1999,1,        Тверская область,        Тверская область,Тверская область,        Тверская область,Tver',74,,,21013,16268,1092,3653,,,,,512.6,,,,,,86.2,,864932,1555224,72.6,,16527.4
1878,Тверская область,2000,1,        Тверская область,        Тверская область,Тверская область,        Тверская область,Tver',74,,,21430,15948,1269,4213,,,,,840.7,,,,,,95.4,,863887,1531687,72.75,9.1,23073.1
1879,Тверская область,2001,1,        Тверская область,        Тверская область,Тверская область,        Тверская область,Tver',74,,,21013,15939,1215,3859,,,,,1168,,,,,,105.6,,854759,1505510,73.02,7.5,31209.8
1880,Тверская область,2002,1,        Тверская область,        Тверская область,Тверская область,        Тверская область,Tver',74,,,21024,16624,1024,3376,,,,,1475,,,,,,106.4,115.04,851024,1478524,73.19,4.7,37695.3
1881,Тверская область,2003,1,        Тверская область,        Тверская область,Тверская область,        Тверская область,Tver',74,,,21042,16522,1153,3367,,,,,1760.9,,,,,,111.2,112.75,854166,1456696,73.2,6.6,47233.8
1882,Тверская область,2004,1,        Тверская область,        Тверская область,Тверская область,        Тверская область,Tver',74,,,20437,16106,961,3370,,,,,2013.7,,,,,,110.4,111.77,853154,1440218,73.4,5.4,61158.4
1883,Тверская область,2005,1,        Тверская область,        Тверская область,Тверская область,        Тверская область,Tver',74,,,20179,15992,924,3263,,,,,2505.5,,,,,,119.4,110.87,849411,1423942,73.3,5.8,68048.7
1884,Тверская область,2006,1,        Тверская область,        Тверская область,Тверская область,        Тверская область,Tver',74,,,19765,15840,862,3063,,,,,2791.7,,,,,,120.1,107.73,842363,1407059,73.6,4.5,90517.8
1885,Тверская область,2007,1,        Тверская область,        Тверская область,Тверская область,        Тверская область,Tver',74,454,426,19410,15658,826,2926,,,,,3597.7,,,,,,112.9,112.71,834460,1392899,73.9,4.1,112021.5
1886,Тверская область,2008,1,        Тверская область,        Тверская область,Тверская область,        Тверская область,Tver',74,451,422,19184,15650,782,2752,,,,,4430,,,,,,121.7,113.2,825704,1381183,74.2,5.1,139216.2
1887,Тверская область,2009,1,        Тверская область,        Тверская область,Тверская область,        Тверская область,Tver',74,451,,18854,15632,629,2593,,,,,5989.2,,,,,,148.6,108.34,812673,1370372,74.5,7.7,144257.9
1888,Тверская область,2010,1,        Тверская область,        Тверская область,Тверская область,        Тверская область,Tver',74,453,425,18497,15665,602,2230,7346,6412,315,619,7436.5,,,,,,162.4,109.66,796857,1357707,74.8,6.6,161305
1889,Тверская область,2011,1,        Тверская область,        Тверская область,Тверская область,        Тверская область,Tver',74,454,425,18090,15590,587,1913,8004,7111,300,593,8083,,,,,,171.1,105.27,783485,1346143,74.9,6,189484.3
1890,Тверская область,2012,1,        Тверская область,        Тверская область,Тверская область,        Тверская область,Tver',74,455,425,17969,15560,557,1852,8253,7363,301,589,8922.7,,,,,,175.2,106.69,768912,1338130,74.9,5,200327.2
1891,Тверская область,2013,1,        Тверская область,        Тверская область,Тверская область,        Тверская область,Tver',74,454,425,17995,15435,503,2057,8348,7487,292,569,9756.5,,,,,,165.3,107.2,753593,1329655,74.9,5.3,224621.6
1892,Тверская область,2014,1,        Тверская область,        Тверская область,Тверская область,        Тверская область,Tver',74,455,,17855,15368,475,2012,8460,7625,284,551,10543.3,,,,,,153,113.63,736855,1320160,75.2,5.3,239829.4
1893,Тверская область,2015,1,        Тверская область,        Тверская область,Тверская область,        Тверская область,Tver',74,456,426,17539,15094,453,1992,8665,7837,282,546,11708.1,12385.2,7308.3,,7552.8,7545.6,150.2,112.09,719267,1309907,75.4,5.6,251633.2
1894,Тверская область,2016,1,        Тверская область,        Тверская область,Тверская область,        Тверская область,Tver',74,457,427,17305,14687,426,2192,9302,8511,276,515,17039.4,17703.7,12530.4,,12849.4,12855.7,213.8,104.77,704945,1300771,75.6,5.8,276255.4
1895,Тверская область,2017,1,        Тверская область,        Тверская область,Тверская область,        Тверская область,Tver',74,456,426,16911,14280,399,2232,,,,,12930.7,13653.3,8074.1,,7986.1,8594.4,160.9,102,689044,1290336,75.8,4.5,
1896,Томская область,1994,1,        Томская область,        Томская область,Томская область,        Томская область,Tomsk,71,,,,,,,,,,,,,,,,,,,636387,1069856,65.24,,
1897,Томская область,1995,1,        Томская область,        Томская область,Томская область,        Томская область,Tomsk,71,,,,,,,,,,,,,,,,,118.2,,634733,1070663,65.68,,
1898,Томская область,1996,1,        Томская область,        Томская область,Томская область,        Томская область,Tomsk,71,,,,,,,,,,,,,,,,,144.3,,634978,1067837,66.07,,15713.5
1899,Томская область,1997,1,        Томская область,        Томская область,Томская область,        Томская область,Tomsk,71,,,,,,,,,,,,,,,,,151.4,,639656,1065180,66.53,,17516.7
1900,Томская область,1998,1,        Томская область,        Томская область,Томская область,        Томская область,Tomsk,71,,,,,,,,,,,450.7,,,,,,107.2,,649085,1063375,66.88,,19078.5
1901,Томская область,1999,1,        Томская область,        Томская область,Томская область,        Томская область,Tomsk,71,,,2788,2134,174,480,,,,,585.3,,,,,,98.2,,659902,1060158,67.06,,25149.2
1902,Томская область,2000,1,        Томская область,        Томская область,Томская область,        Томская область,Tomsk,71,,,3009,2299,193,517,,,,,884.5,,,,,,99.3,,670760,1056068,67.32,13,38386
1903,Томская область,2001,1,        Томская область,        Томская область,Томская область,        Томская область,Tomsk,71,,,3062,2346,193,523,,,,,1199,,,,,,103.3,,677961,1052020,67.59,9.9,54221.6
1904,Томская область,2002,1,        Томская область,        Томская область,Томская область,        Томская область,Tomsk,71,,,3025,2336,197,492,,,,,1547,,,,,,104.5,116.66,684104,1047664,67.84,11.2,72107.4
1905,Томская область,2003,1,        Томская область,        Томская область,Томская область,        Томская область,Tomsk,71,,,3031,2329,190,512,,,,,1860.2,,,,,,101.6,114.35,682184,1041746,68.1,13.7,93193.8
1906,Томская область,2004,1,        Томская область,        Томская область,Томская область,        Томская область,Tomsk,71,,,3033,2313,178,542,,,,,2218.1,,,,,,107.4,111.83,675829,1033948,68.3,10.1,128090.8
1907,Томская область,2005,1,        Томская область,        Томская область,Томская область,        Томская область,Tomsk,71,,,3016,2310,167,539,,,,,2781.6,,,,,,114.5,111.1,671024,1027119,68.6,10.5,155365.2
1908,Томская область,2006,1,        Томская область,        Томская область,Томская область,        Томская область,Tomsk,71,,,3006,2326,152,528,,,,,3120.6,,,,,,80.7,107.8,667824,1023678,69,8.9,184433.6
1909,Томская область,2007,1,        Томская область,        Томская область,Томская область,        Томская область,Tomsk,71,269,259,2963,2331,140,492,,,,,4033.3,,,,,,129.5,111.29,667214,1024685,69.3,6.8,209319.9
1910,Томская область,2008,1,        Томская область,        Томская область,Томская область,        Томская область,Tomsk,71,272,262,2944,2343,132,469,,,,,4997.7,,,,,,136.4,112.42,667788,1028915,69.6,8.1,241911.3
1911,Томская область,2009,1,        Томская область,        Томская область,Томская область,        Томская область,Tomsk,71,279,,2906,2351,105,450,,,,,6767.1,,,,,,152.3,108.85,668069,1035884,70,8.7,237293.3
1912,Томская область,2010,1,        Томская область,        Томская область,Томская область,        Томская область,Tomsk,71,284,273,2955,2442,103,410,6688,6019,201,468,8304.3,,,,,,170.4,107.85,665844,1044392,70.3,7.7,272576.5
1913,Томская область,2011,1,        Томская область,        Томская область,Томская область,        Томская область,Tomsk,71,289,277,3000,2544,92,364,7171,6528,192,451,9051.6,,,,,,174.4,106.11,665634,1053143,70.9,9.1,317037.4
1914,Томская область,2012,1,        Томская область,        Томская область,Томская область,        Томская область,Tomsk,71,292,280,2997,2562,85,350,7433,6808,184,441,10024.1,,,,,,178.6,107.37,661424,1060997,71.2,8.4,350116.9
1915,Томская область,2013,1,        Томская область,        Томская область,Томская область,        Томская область,Tomsk,71,296,284,3035,2558,82,395,7618,6994,187,437,10981.9,,,,,,175.9,106.6,655855,1067187,71.6,7.6,377218
1916,Томская область,2014,1,        Томская область,        Томская область,Томская область,        Томская область,Tomsk,71,302,,3078,2601,74,403,7776,7159,187,430,11930,,,,,,170.3,110.7,649130,1072290,71.9,7.6,401259.7
1917,Томская область,2015,1,        Томская область,        Томская область,Томская область,        Томская область,Tomsk,71,307,294,3046,2560,72,414,8127,7517,183,427,13242,13875,9057.8,,9209.5,9447.5,159.2,112.43,640615,1075608,72.2,7.7,438316.5
1918,Томская область,2016,1,        Томская область,        Томская область,Томская область,        Томская область,Tomsk,71,311,297,3060,2521,73,466,8925,8294,183,448,18613.9,19241.4,14344.9,,14639.6,14627.9,226.1,105.27,633767,1077826,72.3,7.2,451823.9
1919,Томская область,2017,1,        Томская область,        Томская область,Томская область,        Томская область,Tomsk,71,314,300,3045,2489,70,486,,,,,14551.9,15270.9,9946,,9858.1,10242.7,175.1,102.82,625895,1078585,72.4,6.3,
1920,Тульская область,1994,1,        Тульская область,        Тульская область,Тульская область,        Тульская область,Tula,72,,,,,,,,,,,,,,,,,,,989335,1823194,81.21,,
1921,Тульская область,1995,1,        Тульская область,        Тульская область,Тульская область,        Тульская область,Tula,72,,,,,,,,,,,,,,,,,145.3,,987190,1814714,81.18,,
1922,Тульская область,1996,1,        Тульская область,        Тульская область,Тульская область,        Тульская область,Tula,72,,,,,,,,,,,,,,,,,166.8,,982797,1803122,81.23,,8251.2
1923,Тульская область,1997,1,        Тульская область,        Тульская область,Тульская область,        Тульская область,Tula,72,,,,,,,,,,,,,,,,,172.7,,981027,1789335,81.24,,8396.3
1924,Тульская область,1998,1,        Тульская область,        Тульская область,Тульская область,        Тульская область,Tula,72,,,,,,,,,,,405.2,,,,,,113.9,,983554,1774002,81.25,,10084.8
1925,Тульская область,1999,1,        Тульская область,        Тульская область,Тульская область,        Тульская область,Tula,72,,,12742,8912,1061,2769,,,,,520.4,,,,,,90.8,,985261,1754660,81.32,,16300.3
1926,Тульская область,2000,1,        Тульская область,        Тульская область,Тульская область,        Тульская область,Tula,72,,,12590,8694,1041,2855,,,,,839.4,,,,,,98.3,,985367,1731523,81.37,10,24291.8
1927,Тульская область,2001,1,        Тульская область,        Тульская область,Тульская область,        Тульская область,Tula,72,,,12205,8465,1009,2731,,,,,1164,,,,,,117.3,,978934,1706842,81.46,5.3,30988.5
1928,Тульская область,2002,1,        Тульская область,        Тульская область,Тульская область,        Тульская область,Tula,72,,,11741,8394,877,2470,,,,,1467,,,,,,122.5,114.89,975674,1681909,81.6,6.1,38894.3
1929,Тульская область,2003,1,        Тульская область,        Тульская область,Тульская область,        Тульская область,Tula,72,,,11479,8306,855,2318,,,,,1749.6,,,,,,124.6,116.69,977592,1659506,81.7,5.3,43541.9
1930,Тульская область,2004,1,        Тульская область,        Тульская область,Тульская область,        Тульская область,Tula,72,,,11600,8400,877,2323,,,,,1997.1,,,,,,121.4,114.05,974951,1640500,81.8,4.7,53715.1
1931,Тульская область,2005,1,        Тульская область,        Тульская область,Тульская область,        Тульская область,Tula,72,,,11238,8317,807,2114,,,,,2495.7,,,,,,128.7,110.75,971399,1623486,79.8,5,71587.4
1932,Тульская область,2006,1,        Тульская область,        Тульская область,Тульская область,        Тульская область,Tula,72,,,10928,8207,761,1960,,,,,2786.5,,,,,,128.2,108.23,965496,1607666,79.8,2.8,88476.2
1933,Тульская область,2007,1,        Тульская область,        Тульская область,Тульская область,        Тульская область,Tula,72,576,555,10836,8217,729,1890,,,,,3608.1,,,,,,121,115.75,956714,1594048,79.8,2.6,109225.6
1934,Тульская область,2008,1,        Тульская область,        Тульская область,Тульская область,        Тульская область,Tula,72,573,551,10666,8192,679,1795,,,,,4443.2,,,,,,126.5,116.44,946596,1582152,79.8,3.4,146465.6
1935,Тульская область,2009,1,        Тульская область,        Тульская область,Тульская область,        Тульская область,Tula,72,577,,10314,8156,519,1639,,,,,6026.1,,,,,,155.4,109.49,931781,1570500,79.7,6,136851.6
1936,Тульская область,2010,1,        Тульская область,        Тульская область,Тульская область,        Тульская область,Tula,72,574,552,10022,8058,508,1456,9091,7581,897,613,7439.6,,,,,,168.7,110.06,915906,1557492,79.4,5.8,152571.7
1937,Тульская область,2011,1,        Тульская область,        Тульская область,Тульская область,        Тульская область,Tula,72,574,551,10001,8158,505,1338,9837,8343,892,602,8111.7,,,,,,179.7,105.65,904794,1547438,79,5.3,180866.3
1938,Тульская область,2012,1,        Тульская область,        Тульская область,Тульская область,        Тульская область,Tula,72,572,549,10020,8233,495,1292,10038,8485,902,651,8997.6,,,,,,181.8,107.32,886125,1538490,78.8,4.6,202302.5
1939,Тульская область,2013,1,        Тульская область,        Тульская область,Тульская область,        Тульская область,Tula,72,571,547,9881,8118,445,1318,10215,8684,893,638,9803.9,,,,,,168.7,107.24,868764,1526966,76.6,4.2,227925.7
1940,Тульская область,2014,1,        Тульская область,        Тульская область,Тульская область,        Тульская область,Tula,72,570,,9576,7964,430,1182,10371,8861,895,615,10688.3,,,,,,163.5,112.37,853748,1517533,74.7,4.1,270914.9
1941,Тульская область,2015,1,        Тульская область,        Тульская область,Тульская область,        Тульская область,Tula,72,569,545,9399,7805,430,1164,10792,9328,873,591,11874.8,12997.3,7643,,7466.8,8102.4,159.9,112.9,838156,1510008,74.7,4.1,316248.5
1942,Тульская область,2016,1,        Тульская область,        Тульская область,Тульская область,        Тульская область,Tula,72,568,543,9239,7579,410,1250,11462,10044,845,573,17247.8,18403.3,12823.4,,12777.6,13423.6,222.1,105.62,825014,1502931,74.8,4.1,344487.4
1943,Тульская область,2017,1,        Тульская область,        Тульская область,Тульская область,        Тульская область,Tula,72,564,539,9086,7387,412,1287,,,,,13152.7,14487.6,8280.9,,7942.6,9146.9,169.5,102.59,813309,1495636,74.8,3.9,
1944,Тюменская область,1994,2,        Тюменская область,        Тюменская область,Тюменская область (с а/о),,,,,,,,,,,,,,,,,,,,,,1970289,3153400,76.39,,
1945,Тюменская область,1995,2,        Тюменская область,        Тюменская область,Тюменская область (с а/о),,,,,,,,,,,,,,,,,,,,87.6,,1991362,3171150,76.56,,
1946,Тюменская область,1996,2,        Тюменская область,        Тюменская область,Тюменская область (с а/о),,,,,,,,,,,,,,,,,,,,109.8,,2012468,3180349,76.41,,49237.2
1947,Тюменская область,1997,2,        Тюменская область,        Тюменская область,Тюменская область (с а/о),,,,,,,,,,,,,,,,,,,,114.1,,2053008,3198406,76.66,,55035.5
